name, type,
ko:K05866 ko:K05867 ko:K06645,ortholog,
ko:K06631,ortholog,
ko:K05868,ortholog,
ko:K04079,ortholog,
ko:K04345,ortholog,
ko:K06633,ortholog,
ko:K04373,ortholog,
ko:K04371,ortholog,
ko:K04368,ortholog,
ko:K04630,ortholog,
ko:K02206,ortholog,
ko:K02087,ortholog,
ko:K06627,ortholog,
ko:K08694,ortholog,
ko:K04440 ko:K04441,ortholog,
path:ko04010,map,
cpd:C00575,compound,
cpd:C00410,compound,
ko:K08556,ortholog,
ko:K00922 ko:K02649,ortholog,
path:ko04914,map,
path:ko04110,map,
ko:K04365 ko:K04366 ko:K08845,ortholog,
path:ko00920,map,
cpd:C00059,compound,
cpd:C00094,compound,
ko:K05301,ortholog,
ko:K00387,ortholog,
ko:K00392,ortholog,
ko:K11180 ko:K11181,ortholog,
ko:K00380 ko:K00381,ortholog,
ko:K16950 ko:K16951 ko:K00385,ortholog,
cpd:C00283,compound,
ko:K01082 ko:K15759 ko:K15422,ortholog,
ko:K13811 ko:K00955 ko:K00860,ortholog,
ko:K13811 ko:K00955 ko:K00956 ko:K00957 ko:K00958,ortholog,
cpd:C00224,compound,
cpd:C00054,compound,
cpd:C00053,compound,
ko:K00390,ortholog,
ko:K00394 ko:K00395,ortholog,
ko:K05907,ortholog,
cpd:C11142,compound,
cpd:C11145,compound,
ko:K17228,ortholog,
ko:K16968 ko:K16969 ko:K15762 ko:K15765,ortholog,
ko:K04091 ko:K00299,ortholog,
ko:K17217,ortholog,
cpd:C11143,compound,
cpd:C00580,compound,
cpd:C00409,compound,
ko:K07306 ko:K07307 ko:K07308,ortholog,
ko:K16967,ortholog,
ko:K16964 ko:K16965 ko:K16966,ortholog,
cpd:C04022,compound,
ko:K16953,ortholog,
ko:K16954 ko:K16955,ortholog,
cpd:C03920,compound,
ko:K17218,ortholog,
cpd:C19692,compound,
ko:K17725,ortholog,
ko:K11180 ko:K11181,ortholog,
ko:K16952,ortholog,
ko:K17219 ko:K17220 ko:K17221,ortholog,
ko:K01011 ko:K02439,ortholog,
ko:K08352 ko:K08353 ko:K08354,ortholog,
ko:K17229 ko:K17230,ortholog,
cpd:C01861,compound,
cpd:C02084,compound,
ko:K08357 ko:K08358 ko:K08359,ortholog,
ko:K16936 ko:K16937,ortholog,
cpd:C00320,compound,
cpd:C00087,compound,
cpd:C00097,compound,
ko:K10150,ortholog,
ko:K01738 ko:K12339 ko:K13034 ko:K10150 ko:K17069,ortholog,
path:ko00270,map,
cpd:C00979,compound,
cpd:C00033,compound,
path:ko00720,map,
ko:K00640,ortholog,
cpd:C00065,compound,
path:ko00260,map,
path:ko00680,map,
path:ko00680,map,
cpd:C08276,compound,
ko:K17486,ortholog,
ko:K17222 ko:K17223 ko:K17226 ko:K17227 ko:K17224 ko:K17225 ko:K08738,ortholog,
cpd:C00155,compound,
ko:K10764,ortholog,
ko:K01739,ortholog,
cpd:C01118,compound,
cpd:C00042,compound,
cpd:C00263,compound,
ko:K00651,ortholog,
path:ko00260,map,
cpd:C00245,compound,
ko:K03119,ortholog,
cpd:C15521,compound,
ko:K04091 ko:K00299,ortholog,
ko:K02048 ko:K02046 ko:K02047 ko:K02045,ortholog,
ko:K15553 ko:K15554 ko:K15555,ortholog,
ko:K15551 ko:K15552 ko:K10831,ortholog,
cpd:C00059,compound,
cpd:C00245,compound,
cpd:C15521,compound,
ko:K00392,ortholog,
ko:K00390,ortholog,
ko:K13811,ortholog,
ko:K13811,ortholog,
ko:K00380 ko:K00381,ortholog,
cpd:C00059,compound,
cpd:C00053,compound,
cpd:C00224,compound,
cpd:C00094,compound,
ko:K00958,ortholog,
ko:K00955 ko:K00860,ortholog,
ko:K00955 ko:K00956 ko:K00957,ortholog,
cpd:C00059,compound,
cpd:C00224,compound,
ko:K00958,ortholog,
cpd:C00094,compound,
cpd:C00283,compound,
ko:K00394 ko:K00395,ortholog,
ko:K11180 ko:K11181,ortholog,
cpd:C00059,compound,
cpd:C00320,compound,
ko:K17222,ortholog,
ko:K17223,ortholog,
ko:K17226,ortholog,
ko:K17227,ortholog,
ko:K17224,ortholog,
ko:K17225,ortholog,
ko:K08738,ortholog,
ko:K17224,ortholog,
cpd:C00283,compound,
ko:K17995 ko:K17996 ko:K17993 ko:K17994,ortholog,
cpd:C19692,compound,
ko:K05634,ortholog,
path:ko05020,map,
path:ko04144,map,
path:ko03050,map,
ko:K05634,ortholog,
ko:K05634,ortholog,
ko:K05634,ortholog,
ko:K05634,ortholog,
ko:K05634,ortholog,
ko:K05634,ortholog,
ko:K05634,ortholog,
ko:K05634,ortholog,
path:ko04142,map,
ko:K05634,ortholog,
ko:K05634,ortholog,
ko:K05634,ortholog,
ko:K05634,ortholog,
ko:K05634,ortholog,
ko:K05634,ortholog,
ko:K05634,ortholog,
ko:K05634,ortholog,
ko:K05634,ortholog,
ko:K05634,ortholog,
ko:K05634,ortholog,
ko:K05634,ortholog,
ko:K05634,ortholog,
ko:K05634,ortholog,
ko:K05634,ortholog,
ko:K05634,ortholog,
ko:K05634,ortholog,
ko:K05634,ortholog,
ko:K05634,ortholog,
ko:K05634,ortholog,
ko:K05634,ortholog,
ko:K05634,ortholog,
ko:K05634,ortholog,
ko:K05634,ortholog,
ko:K05634,ortholog,
ko:K05634,ortholog,
ko:K05634,ortholog,
ko:K05634,ortholog,
ko:K05634,ortholog,
ko:K06491,ortholog,
ko:K05635,ortholog,
ko:K09553,ortholog,
ko:K04345,ortholog,
cpd:C00575,compound,
ko:K04565,ortholog,
ko:K02159,ortholog,
ko:K03986 ko:K03987 ko:K03988,ortholog,
path:ko04610,map,
ko:K05703,ortholog,
path:ko04210,map,
path:ko04140,map,
ko:K04368 ko:K04369,ortholog,
ko:K04371,ortholog,
ko:K04375,ortholog,
ko:K09203,ortholog,
ko:K12499,ortholog,
ko:K04383 ko:K04519,ortholog,
ko:K05405,ortholog,
path:ko04330,map,
ko:K04741,ortholog,
cpd:C00027,compound,
cpd:C02140,compound,
ko:K03994 ko:K03995 ko:K03996 ko:K03997 ko:K03998 ko:K03999 ko:K04000,ortholog,
ko:K09490,ortholog,
undefined,group,
undefined,group,
undefined,group,
undefined,group,
ko:K05549 ko:K05550 ko:K05784,ortholog,
ko:K05549 ko:K05550 ko:K05784,ortholog,
ko:K05549 ko:K05550 ko:K05784,ortholog,
cpd:C06757,compound,
cpd:C06720,compound,
cpd:C06731,compound,
cpd:C01454,compound,
cpd:C07211,compound,
cpd:C07215,compound,
cpd:C06730,compound,
cpd:C06729,compound,
ko:K05783,ortholog,
ko:K05783,ortholog,
ko:K00141,ortholog,
ko:K00141,ortholog,
cpd:C07209,compound,
cpd:C07214,compound,
ko:K00055,ortholog,
ko:K00055,ortholog,
ko:K00055,ortholog,
cpd:C07212,compound,
cpd:C07208,compound,
cpd:C07216,compound,
ko:K15757 ko:K15758,ortholog,
ko:K15757 ko:K15758,ortholog,
ko:K15757 ko:K15758,ortholog,
ko:K00141,ortholog,
cpd:C02923,compound,
path:ko00622,map,
cpd:C06758,compound,
cpd:C07213,compound,
cpd:C06756,compound,
ko:K05783,ortholog,
path:ko00010,map,
ko:K10619 ko:K16303 ko:K16304 ko:K18227,ortholog,
cpd:C06576,compound,
cpd:C06578,compound,
cpd:C06580,compound,
cpd:C06579,compound,
ko:K10620,ortholog,
ko:K10617,ortholog,
ko:K10616 ko:K18293,ortholog,
ko:K10618,ortholog,
cpd:C06577,compound,
cpd:C06575,compound,
ko:K10621,ortholog,
cpd:C06581,compound,
ko:K10622,ortholog,
cpd:C06582,compound,
ko:K10623,ortholog,
ko:K00446 ko:K07104,ortholog,
cpd:C06210,compound,
ko:K10702,ortholog,
cpd:C00596,compound,
ko:K00446 ko:K07104,ortholog,
cpd:C06760,compound,
ko:K10216,ortholog,
cpd:C11354,compound,
ko:K02554 ko:K18364,ortholog,
cpd:C03589,compound,
ko:K01666 ko:K18365,ortholog,
cpd:C00084,compound,
ko:K18364,ortholog,
cpd:C06762,compound,
ko:K18365,ortholog,
cpd:C00479,compound,
cpd:C00022,compound,
path:ko00020,map,
path:ko00640,map,
ko:K10217,ortholog,
cpd:C07478,compound,
ko:K01821,ortholog,
cpd:C07479,compound,
ko:K01617,ortholog,
path:ko00623,map,
ko:K04073 ko:K18366,ortholog,
cpd:C00024,compound,
ko:K16270,ortholog,
ko:K18366,ortholog,
cpd:C00100,compound,
path:ko00473,map,
path:ko00550,map,
path:ko00472,map,
path:ko00460,map,
path:ko00450,map,
path:ko00010,map,
path:ko00250,map,
ko:K01921,ortholog,
ko:K00824,ortholog,
ko:K01775,ortholog,
ko:K03367 ko:K14188,ortholog,
cpd:C00041,compound,
cpd:C00133,compound,
cpd:C00993,compound,
cpd:C00022,compound,
cpd:C04260,compound,
cpd:C04457,compound,
ko:K00679,ortholog,
ko:K06118,ortholog,
ko:K06119,ortholog,
ko:K09480,ortholog,
path:ko00564,map,
ko:K01046 ko:K12298 ko:K16816 ko:K13534 ko:K14073 ko:K14074 ko:K14075 ko:K14076 ko:K14452 ko:K14674 ko:K14675 ko:K17900,ortholog,
ko:K00635 ko:K11155 ko:K14456 ko:K11160 ko:K18851,ortholog,
ko:K03715,ortholog,
ko:K19002,ortholog,
ko:K01080 ko:K15728 ko:K18693,ortholog,
ko:K14458 ko:K14457 ko:K14456,ortholog,
ko:K01046 ko:K12298 ko:K16816 ko:K13534 ko:K14073 ko:K14074 ko:K14075 ko:K14076 ko:K14452 ko:K14674 ko:K14675 ko:K17900,ortholog,
ko:K00655 ko:K13509 ko:K19007 ko:K13513 ko:K13517 ko:K13519 ko:K13523 ko:K14674,ortholog,
path:ko00010,map,
ko:K09881,ortholog,
ko:K01054,ortholog,
ko:K00629 ko:K13506 ko:K13507 ko:K00630 ko:K13508 ko:K00631 ko:K03621 ko:K08591,ortholog,
ko:K00863 ko:K05878 ko:K05879,ortholog,
ko:K06116 ko:K06117,ortholog,
ko:K00864,ortholog,
ko:K00005,ortholog,
ko:K18097,ortholog,
ko:K00011,ortholog,
ko:K00128 ko:K14085 ko:K00149,ortholog,
ko:K15788 ko:K00865 ko:K15918,ortholog,
path:ko00071,map,
path:ko00561,map,
ko:K00002,ortholog,
ko:K01059,ortholog,
ko:K01189 ko:K07406 ko:K07407,ortholog,
ko:K19005,ortholog,
ko:K13677,ortholog,
ko:K00901 ko:K07029,ortholog,
cpd:C00422,compound,
cpd:C00641,compound,
cpd:C00111,compound,
cpd:C00093,compound,
cpd:C00197,compound,
cpd:C00258,compound,
cpd:C00577,compound,
cpd:C00184,compound,
cpd:C00116,compound,
cpd:C00029,compound,
cpd:C00040,compound,
cpd:C00162,compound,
cpd:C11521,compound,
cpd:C00681,compound,
cpd:C00416,compound,
cpd:C05401,compound,
cpd:C00040,compound,
cpd:C13508,compound,
cpd:C04872,compound,
cpd:C00040,compound,
cpd:C06037,compound,
cpd:C06038,compound,
cpd:C04315,compound,
cpd:C06365,compound,
cpd:C20897,compound,
cpd:C03692,compound,
cpd:C06364,compound,
cpd:C01885,compound,
ko:K00086,ortholog,
ko:K06120 ko:K06121 ko:K06122,ortholog,
cpd:C02457,compound,
cpd:C00969,compound,
ko:K18693,ortholog,
ko:K19005,ortholog,
ko:K03429 ko:K19004,ortholog,
cpd:C06040,compound,
cpd:C06041,compound,
cpd:C04046,compound,
ko:K03429 ko:K19003 ko:K19004,ortholog,
cpd:C06042,compound,
cpd:C20898,compound,
cpd:C19877,compound,
cpd:C05382,compound,
cpd:C07836,compound,
cpd:C11472,compound,
cpd:C07838,compound,
cpd:C06397,compound,
cpd:C06398,compound,
ko:K02840,ortholog,
ko:K02849,ortholog,
ko:K02841,ortholog,
cpd:C04121,compound,
cpd:C01187,compound,
cpd:C04478,compound,
cpd:C01112,compound,
ko:K00979,ortholog,
ko:K03270,ortholog,
ko:K00912,ortholog,
cpd:C06251,compound,
cpd:C00229,compound,
cpd:C06025,compound,
cpd:C04919,compound,
cpd:C04932,compound,
cpd:C04824,compound,
ko:K03280,ortholog,
ko:K00748,ortholog,
cpd:C05761,compound,
cpd:C00229,compound,
cpd:C06024,compound,
cpd:C04652,compound,
cpd:C06026,compound,
cpd:C04738,compound,
cpd:C06022,compound,
cpd:C00043,compound,
cpd:C05223,compound,
path:ko00540,map,
ko:K03278,ortholog,
ko:K02847,ortholog,
ko:K03277,ortholog,
ko:K02847,ortholog,
ko:K03279,ortholog,
ko:K03276,ortholog,
ko:K03275,ortholog,
ko:K03271,ortholog,
ko:K03273,ortholog,
ko:K03272,ortholog,
ko:K03272,ortholog,
ko:K02517,ortholog,
ko:K02560,ortholog,
ko:K02850,ortholog,
ko:K02848,ortholog,
ko:K02527,ortholog,
ko:K02527,ortholog,
ko:K12975,ortholog,
ko:K02844,ortholog,
ko:K02843,ortholog,
ko:K12981,ortholog,
ko:K03274,ortholog,
ko:K03269,ortholog,
ko:K01627,ortholog,
ko:K02536,ortholog,
ko:K02535 ko:K16363,ortholog,
ko:K00677,ortholog,
path:ko00520,map,
ko:K07031,ortholog,
cpd:C19879,compound,
ko:K11211,ortholog,
ko:K03273,ortholog,
cpd:C19880,compound,
cpd:C19881,compound,
ko:K15669,ortholog,
cpd:C19878,compound,
ko:K03271,ortholog,
ko:K19353,ortholog,
cpd:C00199,compound,
ko:K06041,ortholog,
path:ko00030,map,
ko:K02527,ortholog,
path:ko05230,map,
ko:K07299 ko:K07593,ortholog,
cpd:C00031,compound,
cpd:C00092,compound,
cpd:C00022,compound,
cpd:C00031,compound,
ko:K12407,ortholog,
cpd:C00064,compound,
cpd:C00025,compound,
cpd:C00186,compound,
ko:K08180,ortholog,
ko:K07299 ko:K07593,ortholog,
cpd:C00031,compound,
path:ko00020,map,
cpd:C00092,compound,
cpd:C00022,compound,
cpd:C00031,compound,
ko:K12407,ortholog,
cpd:C00024,compound,
cpd:C00036,compound,
path:ko00020,map,
cpd:C00158,compound,
cpd:C00311,compound,
cpd:C00026,compound,
cpd:C00042,compound,
cpd:C00122,compound,
cpd:C00149,compound,
cpd:C00036,compound,
ko:K01425,ortholog,
ko:K04377,ortholog,
ko:K04377,ortholog,
ko:K11416,ortholog,
ko:K08268,ortholog,
ko:K08268,ortholog,
ko:K00161 ko:K00162,ortholog,
path:ko04066,map,
path:ko00010,map,
path:ko00010,map,
cpd:C00704,compound,
cpd:C00704,compound,
ko:K11413,ortholog,
ko:K00873,ortholog,
ko:K00873,ortholog,
ko:K12077,ortholog,
ko:K05091 ko:K05099 ko:K05126 ko:K04361 ko:K05083 ko:K03176 ko:K05101 ko:K04363 ko:K05089 ko:K04362 ko:K05093 ko:K05094 ko:K05092,ortholog,
ko:K02833 ko:K07827 ko:K07828,ortholog,
ko:K04366,ortholog,
ko:K04368 ko:K04369,ortholog,
ko:K04371,ortholog,
ko:K04361,ortholog,
ko:K05083,ortholog,
ko:K05099,ortholog,
ko:K00922 ko:K02649,ortholog,
ko:K04456,ortholog,
ko:K07203,ortholog,
path:ko04151,map,
path:ko04010,map,
path:ko04150,map,
ko:K07299,ortholog,
ko:K07593,ortholog,
ko:K00844,ortholog,
ko:K01834,ortholog,
ko:K00873,ortholog,
ko:K12077,ortholog,
ko:K01425,ortholog,
ko:K11413,ortholog,
ko:K11416,ortholog,
ko:K00844,ortholog,
cpd:C00022,compound,
ko:K05616,ortholog,
ko:K05616,ortholog,
ko:K05616,ortholog,
ko:K00161 ko:K00162,ortholog,
ko:K12077,ortholog,
ko:K08180,ortholog,
cpd:C00085,compound,
path:ko00030,map,
cpd:C00158,compound,
path:ko01212,map,
cpd:C00085,compound,
cpd:C00186,compound,
cpd:C00074,compound,
cpd:C00197,compound,
cpd:C00074,compound,
cpd:C00197,compound,
cpd:C00065,compound,
cpd:C00037,compound,
cpd:C00097,compound,
path:ko00260,map,
cpd:C00665,compound,
ko:K14634,ortholog,
ko:K04451,ortholog,
cpd:C00631,compound,
cpd:C00354,compound,
cpd:C00631,compound,
cpd:C00354,compound,
ko:K00850,ortholog,
ko:K01110,ortholog,
ko:K01834,ortholog,
ko:K04451,ortholog,
path:ko00190,map,
ko:K04451,ortholog,
path:ko00190,map,
ko:K13780,ortholog,
cpd:C00123 cpd:C00407 cpd:C00079 cpd:C00073 cpd:C00135 cpd:C00078 cpd:C00183 cpd:C00082,compound,
ko:K00036,ortholog,
ko:K04451,ortholog,
cpd:C00024,compound,
cpd:C00311,compound,
cpd:C00026,compound,
cpd:C00311,compound,
cpd:C00036,compound,
cpd:C00042,compound,
cpd:C00122,compound,
cpd:C00149,compound,
path:ko00250,map,
cpd:C00041,compound,
cpd:C00152,compound,
cpd:C00049,compound,
path:ko00330,map,
cpd:C00148,compound,
cpd:C00062,compound,
cpd:C00158,compound,
path:ko00471,map,
ko:K00850,ortholog,
cpd:C00024,compound,
ko:K01565,ortholog,
gl:G01391,compound,
gl:G13074,compound,
gl:G13073,compound,
gl:G01977,compound,
gl:G01945,compound,
gl:G02632,compound,
gl:G09660,compound,
gl:G13040,compound,
gl:G13039,compound,
gl:G13038,compound,
gl:G13037,compound,
gl:G13036,compound,
gl:G13035,compound,
gl:G13034,compound,
gl:G00872,compound,
gl:G13043,compound,
gl:G12336,compound,
gl:G13042,compound,
gl:G13041,compound,
ko:K07965,ortholog,
ko:K07964,ortholog,
path:ko00534,map,
path:ko00533,map,
path:ko00532,map,
ko:K01137,ortholog,
path:ko00531,map,
cpd:C00925,compound,
ko:K01136,ortholog,
ko:K01136,ortholog,
ko:K01132,ortholog,
ko:K01217,ortholog,
ko:K01217,ortholog,
ko:K01135,ortholog,
ko:K12309,ortholog,
ko:K01197,ortholog,
ko:K10532,ortholog,
ko:K12373,ortholog,
ko:K01197,ortholog,
ko:K01205,ortholog,
ko:K12373,ortholog,
ko:K01195,ortholog,
ko:K01137,ortholog,
cpd:C00426,compound,
cpd:C00634,compound,
cpd:C00573,compound,
ko:K01197,ortholog,
ko:K01135,ortholog,
ko:K01195,ortholog,
ko:K01132,ortholog,
ko:K01197,ortholog,
ko:K01195,ortholog,
ko:K01136,ortholog,
ko:K01217,ortholog,
ko:K01205,ortholog,
ko:K01195,ortholog,
ko:K01136,ortholog,
ko:K01217,ortholog,
ko:K01205,ortholog,
ko:K07964 ko:K07965,ortholog,
ko:K01565,ortholog,
ko:K12373,ortholog,
ko:K01137,ortholog,
ko:K12309,ortholog,
ko:K01132,ortholog,
ko:K12309,ortholog,
ko:K01137,ortholog,
gl:G10505,compound,
ko:K01197,ortholog,
gl:G00526,compound,
ko:K01195,ortholog,
gl:G00711,compound,
gl:G10008,compound,
ko:K01207,ortholog,
ko:K01195,ortholog,
ko:K01207,ortholog,
ko:K01195,ortholog,
ko:K12373,ortholog,
path:map07021,map,
ko:K12407 ko:K00845,ortholog,
ko:K00844,ortholog,
path:ko00523,map,
cpd:C01214,compound,
ko:K04339,ortholog,
ko:K01092,ortholog,
ko:K01858,ortholog,
cpd:C03319,compound,
ko:K00067,ortholog,
cpd:C06592,compound,
cpd:C00413,compound,
cpd:C01138,compound,
cpd:C01221,compound,
cpd:C04767,compound,
cpd:C03442,compound,
cpd:C00688,compound,
cpd:C11907,compound,
cpd:C00842,compound,
cpd:C00103,compound,
cpd:C00092,compound,
cpd:C01121,compound,
cpd:C01283,compound,
cpd:C00137,compound,
cpd:C04006,compound,
ko:K12570,ortholog,
ko:K04342,ortholog,
ko:K01790,ortholog,
ko:K01710,ortholog,
ko:K00973,ortholog,
ko:K01835 ko:K15778,ortholog,
ko:K04340,ortholog,
cpd:C00031,compound,
path:ko00521,map,
ko:K00010,ortholog,
cpd:C00691,compound,
ko:K05957,ortholog,
cpd:C04280,compound,
cpd:C04673,compound,
cpd:C01298,compound,
cpd:C11351,compound,
ko:K04341,ortholog,
path:ko00524,map,
cpd:C01294,compound,
cpd:C05670,compound,
path:ko00473,map,
path:ko00471,map,
path:ko00472,map,
ko:K01501,ortholog,
ko:K01501,ortholog,
path:ko00460,map,
path:ko00410,map,
path:ko00450,map,
ko:K10675,ortholog,
ko:K10566,ortholog,
ko:K01914,ortholog,
ko:K00681 ko:K18592,ortholog,
ko:K13034,ortholog,
ko:K13035,ortholog,
ko:K01424,ortholog,
ko:K01188 ko:K05349 ko:K05350,ortholog,
ko:K00681 ko:K18592,ortholog,
ko:K13035,ortholog,
path:ko00260,map,
path:ko00480,map,
ko:K00600,ortholog,
path:ko00270,map,
path:ko00250,map,
ko:K08248,ortholog,
ko:K08249,ortholog,
cpd:C01401,compound,
cpd:C00302,compound,
cpd:C05714,compound,
cpd:C00488,compound,
cpd:C05715,compound,
cpd:C05711,compound,
cpd:C00049,compound,
cpd:C02512,compound,
cpd:C00152,compound,
cpd:C00014,compound,
cpd:C06114,compound,
cpd:C00065,compound,
cpd:C00037,compound,
cpd:C00097,compound,
cpd:C16074,compound,
ko:K13031,ortholog,
cpd:C08325,compound,
ko:K13033,ortholog,
ko:K10814 ko:K10815 ko:K10816,ortholog,
path:ko00910,map,
ko:K14577,ortholog,
cpd:C00082,compound,
cpd:C03004,compound,
ko:K13027,ortholog,
ko:K13027,ortholog,
cpd:C15503,compound,
cpd:C04353,compound,
ko:K13027,ortholog,
cpd:C20310,compound,
cpd:C20311,compound,
cpd:C20312,compound,
cpd:C00407,compound,
ko:K14984,ortholog,
ko:K14984,ortholog,
ko:K14984,ortholog,
cpd:C20313,compound,
cpd:C20314,compound,
cpd:C20315,compound,
cpd:C00183,compound,
ko:K13401,ortholog,
ko:K13401,ortholog,
ko:K13401,ortholog,
ko:K13029,ortholog,
ko:K16265,ortholog,
cpd:C03742,compound,
cpd:C18796,compound,
cpd:C02659,compound,
cpd:C05143,compound,
ko:K13030,ortholog,
cpd:C08334,compound,
cpd:C01594,compound,
ko:K16266,ortholog,
ko:K16266,ortholog,
ko:K14984,ortholog,
ko:K13401,ortholog,
ko:K13401,ortholog,
ko:K13401,ortholog,
ko:K14984,ortholog,
ko:K14984,ortholog,
cpd:C19491,compound,
cpd:C03219,compound,
cpd:C00844,compound,
cpd:C00561,compound,
ko:K13032,ortholog,
cpd:C01326,compound,
cpd:C00079,compound,
cpd:C16075,compound,
ko:K01188 ko:K05349 ko:K05350,ortholog,
ko:K01188 ko:K05349 ko:K05350,ortholog,
path:ko00350,map,
path:ko00360,map,
path:ko00290,map,
ko:K14577,ortholog,
ko:K01188 ko:K05349 ko:K05350,ortholog,
ko:K16265,ortholog,
ko:K01188 ko:K05349 ko:K05350,ortholog,
ko:K12153,ortholog,
cpd:C19712,compound,
cpd:C19715,compound,
ko:K12153,ortholog,
ko:K12153,ortholog,
cpd:C19714,compound,
ko:K01455,ortholog,
ko:K18282,ortholog,
ko:K00044 ko:K13368 ko:K13369 ko:K13370 ko:K13373 ko:K10251,ortholog,
path:ko00140,map,
cpd:C05138,compound,
cpd:C05485,compound,
cpd:C05489,compound,
cpd:C00735,compound,
cpd:C00762,compound,
cpd:C05481,compound,
cpd:C05471,compound,
cpd:C05472,compound,
cpd:C05482,compound,
cpd:C18075,compound,
cpd:C05497,compound,
cpd:C05498,compound,
cpd:C18041,compound,
cpd:C13712,compound,
cpd:C05480,compound,
cpd:C18042,compound,
cpd:C05484,compound,
cpd:C05478,compound,
cpd:C05477,compound,
cpd:C05483,compound,
cpd:C01124,compound,
cpd:C05473,compound,
cpd:C05474,compound,
cpd:C18039,compound,
cpd:C18040,compound,
cpd:C13713,compound,
cpd:C18043,compound,
cpd:C00187,compound,
cpd:C05502,compound,
cpd:C05501,compound,
cpd:C18044,compound,
cpd:C18038,compound,
cpd:C02373,compound,
path:ko00100,map,
cpd:C03747,compound,
cpd:C04042,compound,
cpd:C01227,compound,
cpd:C05139,compound,
cpd:C05140,compound,
cpd:C04295,compound,
cpd:C05284,compound,
cpd:C05285,compound,
cpd:C03772,compound,
cpd:C00674,compound,
cpd:C04373,compound,
cpd:C11136,compound,
cpd:C00523,compound,
cpd:C11135,compound,
cpd:C05290,compound,
cpd:C05297,compound,
cpd:C05294,compound,
cpd:C05295,compound,
cpd:C03917,compound,
cpd:C03852,compound,
cpd:C05293,compound,
cpd:C11134,compound,
cpd:C04676,compound,
cpd:C05300,compound,
cpd:C05141,compound,
cpd:C11133,compound,
cpd:C02537,compound,
cpd:C05298,compound,
cpd:C11132,compound,
cpd:C08358,compound,
cpd:C05504,compound,
cpd:C05301,compound,
cpd:C08357,compound,
cpd:C05503,compound,
cpd:C03935,compound,
cpd:C11131,compound,
cpd:C08359,compound,
ko:K01131,ortholog,
ko:K01015,ortholog,
ko:K00498,ortholog,
ko:K00498,ortholog,
ko:K00498,ortholog,
ko:K00498,ortholog,
ko:K00498,ortholog,
ko:K00498,ortholog,
ko:K00512,ortholog,
ko:K00513,ortholog,
ko:K01822 ko:K00070,ortholog,
ko:K00070,ortholog,
ko:K07430,ortholog,
ko:K01131,ortholog,
ko:K01015,ortholog,
ko:K01822 ko:K00070,ortholog,
ko:K00070,ortholog,
ko:K01822 ko:K00070,ortholog,
ko:K00070,ortholog,
ko:K01822 ko:K00070,ortholog,
ko:K00070,ortholog,
ko:K01822 ko:K00070,ortholog,
ko:K00070,ortholog,
ko:K00497 ko:K07433,ortholog,
ko:K01015,ortholog,
ko:K01131,ortholog,
ko:K07408 ko:K07409 ko:K07412 ko:K07413 ko:K07414 ko:K07424 ko:K17690 ko:K17691,ortholog,
ko:K05296,ortholog,
ko:K01822 ko:K00070,ortholog,
ko:K00070,ortholog,
ko:K01822 ko:K00070,ortholog,
ko:K00070,ortholog,
ko:K00513,ortholog,
ko:K01822 ko:K00070,ortholog,
ko:K00070,ortholog,
ko:K00512,ortholog,
ko:K12343 ko:K12344 ko:K12345,ortholog,
ko:K00089 ko:K04119,ortholog,
ko:K07433,ortholog,
ko:K00251,ortholog,
ko:K00037,ortholog,
ko:K00497 ko:K07433,ortholog,
ko:K00513,ortholog,
ko:K05295,ortholog,
ko:K15680,ortholog,
ko:K00071,ortholog,
ko:K00037,ortholog,
ko:K15680,ortholog,
ko:K00038,ortholog,
ko:K00497 ko:K07433,ortholog,
ko:K00513,ortholog,
ko:K00251,ortholog,
ko:K12343 ko:K12344 ko:K12345,ortholog,
ko:K00037,ortholog,
ko:K00038,ortholog,
ko:K00089 ko:K04119,ortholog,
ko:K00038,ortholog,
ko:K05295,ortholog,
ko:K00089 ko:K04119,ortholog,
ko:K00512,ortholog,
ko:K00497 ko:K07433,ortholog,
ko:K00513,ortholog,
ko:K00513,ortholog,
ko:K00044 ko:K13368 ko:K13369 ko:K13370 ko:K13373 ko:K10251,ortholog,
ko:K00251,ortholog,
ko:K00037,ortholog,
ko:K00038,ortholog,
ko:K00497 ko:K07433,ortholog,
ko:K00251,ortholog,
ko:K00037,ortholog,
ko:K00038,ortholog,
ko:K15680,ortholog,
ko:K00071,ortholog,
ko:K00512,ortholog,
ko:K05296,ortholog,
ko:K10207 ko:K04119,ortholog,
ko:K13368 ko:K13369 ko:K13370,ortholog,
ko:K00497 ko:K07433,ortholog,
ko:K15680,ortholog,
ko:K00037,ortholog,
ko:K00251,ortholog,
ko:K00699,ortholog,
ko:K12343 ko:K12344 ko:K12345,ortholog,
ko:K00037,ortholog,
ko:K00699,ortholog,
ko:K07434,ortholog,
ko:K07424 ko:K17690,ortholog,
ko:K07434,ortholog,
ko:K07408,ortholog,
ko:K00699,ortholog,
ko:K00044 ko:K13368 ko:K13369 ko:K13370 ko:K13373 ko:K10251,ortholog,
ko:K12343 ko:K12344 ko:K12345,ortholog,
ko:K00037,ortholog,
ko:K00251,ortholog,
ko:K00699,ortholog,
ko:K00699,ortholog,
ko:K07408,ortholog,
ko:K00545,ortholog,
ko:K00699,ortholog,
ko:K00699,ortholog,
ko:K00545,ortholog,
ko:K07410,ortholog,
ko:K01016,ortholog,
ko:K01130,ortholog,
