name, type,
cpd:C02364,compound,
ko:K03384,ortholog,
ko:K03384,ortholog,
ko:K01061,ortholog,
ko:K01061,ortholog,
cpd:C16474,compound,
cpd:C00090,compound,
cpd:C16484,compound,
ko:K03381,ortholog,
ko:K05549 ko:K05550 ko:K05784,ortholog,
cpd:C02949,compound,
ko:K05549 ko:K05550 ko:K05784,ortholog,
ko:K05783,ortholog,
ko:K05549 ko:K05550 ko:K05784,ortholog,
ko:K14417,ortholog,
ko:K05549 ko:K05550 ko:K05784,ortholog,
cpd:C16476,compound,
cpd:C16473,compound,
cpd:C16475,compound,
cpd:C16472,compound,
cpd:C02222,compound,
ko:K01856,ortholog,
ko:K05783,ortholog,
ko:K01860,ortholog,
ko:K05783,ortholog,
ko:K03381,ortholog,
ko:K05549 ko:K05550 ko:K05784,ortholog,
ko:K14418,ortholog,
path:ko00364,map,
cpd:C11272,compound,
cpd:C02371,compound,
cpd:C16480,compound,
cpd:C16479,compound,
cpd:C16478,compound,
cpd:C16482,compound,
cpd:C02359,compound,
cpd:C16483,compound,
cpd:C16481,compound,
cpd:C16477,compound,
cpd:C02802,compound,
ko:K14418,ortholog,
cpd:C06387,compound,
ko:K14417,ortholog,
cpd:C02370,compound,
cpd:C06670,compound,
cpd:C06671,compound,
cpd:C16248,compound,
ko:K03391,ortholog,
cpd:C04178,compound,
ko:K00217,ortholog,
cpd:C16249,compound,
ko:K01721,ortholog,
cpd:C16246,compound,
cpd:C03925,compound,
ko:K08686,ortholog,
cpd:C02357,compound,
path:ko00362,map,
path:ko00362,map,
path:ko00351,map,
path:ko00621,map,
cpd:C16247,compound,
ko:K07198 ko:K07199 ko:K07200,ortholog,
ko:K04526,ortholog,
cpd:C00031,compound,
ko:K04527,ortholog,
ko:K04456,ortholog,
ko:K00922 ko:K02649,ortholog,
ko:K06276,ortholog,
ko:K16172 ko:K07187 ko:K17445 ko:K17446,ortholog,
cpd:C05981,compound,
path:ko04152,map,
path:ko00010,map,
path:ko04151,map,
ko:K05459,ortholog,
ko:K05087,ortholog,
ko:K07201 ko:K09408,ortholog,
path:ko04110,map,
path:ko04910,map,
ko:K07191,ortholog,
ko:K07298,ortholog,
cpd:C00008,compound,
cpd:C00020,compound,
ko:K07201 ko:K09408,ortholog,
cpd:C00003,compound,
ko:K11411,ortholog,
ko:K07202,ortholog,
ko:K07202,ortholog,
ko:K07297,ortholog,
ko:K07359,ortholog,
cpd:C00076,compound,
cpd:C00024,compound,
cpd:C00083,compound,
ko:K08765 ko:K19523 ko:K19524,ortholog,
cpd:C00040,compound,
ko:K19028 ko:K19029 ko:K01103 ko:K19030,ortholog,
cpd:C00085,compound,
cpd:C00665,compound,
ko:K00850,ortholog,
cpd:C00354,compound,
cpd:C00022,compound,
ko:K03841,ortholog,
cpd:C00668 cpd:C01172,compound,
cpd:C00031,compound,
ko:K07191,ortholog,
ko:K07207,ortholog,
ko:K07203 ko:K07204 ko:K16184,ortholog,
path:ko04150,map,
ko:K07296,ortholog,
ko:K00693,ortholog,
path:ko00500,map,
ko:K07292,ortholog,
ko:K01596,ortholog,
ko:K01084,ortholog,
ko:K07191,ortholog,
ko:K07197,ortholog,
ko:K00665,ortholog,
ko:K11262,ortholog,
ko:K00507,ortholog,
ko:K08292,ortholog,
ko:K03234,ortholog,
ko:K04688,ortholog,
ko:K07205,ortholog,
ko:K08530,ortholog,
cpd:C00024,compound,
cpd:C00083,compound,
ko:K16333,ortholog,
ko:K07202,ortholog,
path:ko01040,map,
path:ko00061,map,
path:ko04920,map,
ko:K18341,ortholog,
ko:K08271 ko:K17532,ortholog,
ko:K08272,ortholog,
ko:K04382 ko:K03456 ko:K04354 ko:K11583 ko:K11584,ortholog,
ko:K13088,ortholog,
ko:K04503,ortholog,
ko:K06627,ortholog,
ko:K01084,ortholog,
ko:K01596,ortholog,
ko:K07188,ortholog,
ko:K00021,ortholog,
ko:K04135,ortholog,
ko:K05062,ortholog,
ko:K07359,ortholog,
ko:K05424,ortholog,
ko:K06259,ortholog,
cpd:C00162,compound,
ko:K05031,ortholog,
cpd:C00698,compound,
ko:K07877 ko:K07901 ko:K07903 ko:K07905 ko:K07881,ortholog,
ko:K07208,ortholog,
ko:K07206,ortholog,
ko:K01578,ortholog,
ko:K04427,ortholog,
cpd:C07151,compound,
dr:D08351,compound,
cpd:C00389,compound,
cpd:C00757,compound,
cpd:C09731,compound,
cpd:C04677,compound,
ko:K05870 ko:K09048 ko:K09047,ortholog,
path:ko04140,map,
undefined,group,
undefined,group,
ko:K06223,ortholog,
ko:K03555 ko:K07456,ortholog,
ko:K08735,ortholog,
ko:K08739,ortholog,
ko:K08734,ortholog,
path:ko05210,map,
ko:K03573,ortholog,
ko:K03572,ortholog,
ko:K01972,ortholog,
ko:K03657,ortholog,
ko:K08734,ortholog,
ko:K10747,ortholog,
ko:K04802,ortholog,
ko:K02337 ko:K03763 ko:K02342 ko:K14159 ko:K02345 ko:K02343 ko:K02341 ko:K02340 ko:K02339 ko:K02344 ko:K02338,ortholog,
ko:K01141,ortholog,
ko:K02327 ko:K02328 ko:K03504 ko:K03505,ortholog,
ko:K07466 ko:K10739 ko:K10740 ko:K10741,ortholog,
ko:K10857,ortholog,
ko:K07462,ortholog,
ko:K08737,ortholog,
ko:K10746,ortholog,
ko:K08735,ortholog,
ko:K08736,ortholog,
ko:K10858,ortholog,
ko:K10858,ortholog,
ko:K10754 ko:K10755 ko:K10756,ortholog,
ko:K03601 ko:K03602,ortholog,
ko:K08736,ortholog,
ko:K08735,ortholog,
ko:K08734,ortholog,
ko:K03111,ortholog,
path:ko03430,map,
ko:K03119,ortholog,
path:ko00920,map,
ko:K00259 ko:K19244,ortholog,
cpd:C00094,compound,
cpd:C06735,compound,
cpd:C00041,compound,
cpd:C00022,compound,
cpd:C14179,compound,
ko:K13788 ko:K00625 ko:K15024,ortholog,
cpd:C00227,compound,
ko:K03852,ortholog,
path:ko00620,map,
cpd:C00024,compound,
ko:K03851,ortholog,
path:ko00430,map,
path:ko00480,map,
path:ko00460,map,
path:ko00270,map,
ko:K07255 ko:K07256,ortholog,
ko:K01594,ortholog,
ko:K01580,ortholog,
ko:K00456,ortholog,
ko:K10712,ortholog,
ko:K01594 ko:K18966,ortholog,
ko:K01580,ortholog,
ko:K00681 ko:K18592,ortholog,
ko:K00659,ortholog,
ko:K00925,ortholog,
cpd:C00606,compound,
cpd:C00519,compound,
cpd:C01678,compound,
cpd:C00097,compound,
cpd:C00506,compound,
cpd:C00245,compound,
cpd:C00593,compound,
cpd:C05123,compound,
cpd:C01959,compound,
cpd:C03149,compound,
cpd:C05844,compound,
cpd:C05122,compound,
cpd:C00033,compound,
ko:K15373,ortholog,
ko:K15372,ortholog,
ko:K00260 ko:K15371,ortholog,
cpd:C00025,compound,
cpd:C00026,compound,
path:ko05132,map,
ko:K13741,ortholog,
ko:K13085,ortholog,
ko:K04392,ortholog,
ko:K04393,ortholog,
ko:K02580 ko:K04735,ortholog,
ko:K04440,ortholog,
ko:K05701,ortholog,
cpd:C04637,compound,
ko:K05753 ko:K05748,ortholog,
ko:K05754 ko:K05755 ko:K05756 ko:K05757 ko:K05758,ortholog,
ko:K05747,ortholog,
ko:K04379 ko:K04448,ortholog,
ko:K10030,ortholog,
ko:K07863,ortholog,
ko:K13287,ortholog,
ko:K13286,ortholog,
ko:K13285,ortholog,
ko:K13284,ortholog,
ko:K05692,ortholog,
ko:K13740,ortholog,
ko:K08598,ortholog,
path:ko03070,map,
ko:K10160,ortholog,
ko:K05399,ortholog,
ko:K04391,ortholog,
cpd:C00338,compound,
ko:K10168,ortholog,
ko:K04729,ortholog,
ko:K13285,ortholog,
ko:K15344,ortholog,
ko:K15345,ortholog,
ko:K15346,ortholog,
ko:K15353,ortholog,
ko:K15366,ortholog,
ko:K15350,ortholog,
ko:K15351,ortholog,
ko:K04437,ortholog,
ko:K05759,ortholog,
ko:K15354,ortholog,
ko:K05692,ortholog,
ko:K10413 ko:K10414 ko:K10415 ko:K10416,ortholog,
ko:K15352,ortholog,
ko:K15347,ortholog,
ko:K15348,ortholog,
ko:K07897 ko:K07898,ortholog,
ko:K13883,ortholog,
ko:K10407,ortholog,
path:ko03070,map,
ko:K02406,ortholog,
ko:K12805,ortholog,
ko:K12799,ortholog,
ko:K01370,ortholog,
ko:K04519,ortholog,
ko:K05482,ortholog,
ko:K04371,ortholog,
ko:K04441,ortholog,
ko:K15343,ortholog,
ko:K06071,ortholog,
ko:K15349,ortholog,
path:ko04620,map,
path:ko04530,map,
path:ko04010,map,
ko:K04687,ortholog,
ko:K05132,ortholog,
ko:K05133,ortholog,
path:ko04630,map,
ko:K13241,ortholog,
cpd:C00533,compound,
cpd:C00062,compound,
ko:K13771,ortholog,
ko:K05916,ortholog,
ko:K12266,ortholog,
ko:K12265,ortholog,
ko:K12264,ortholog,
ko:K03385,ortholog,
ko:K04383,ortholog,
ko:K05405,ortholog,
ko:K05408,ortholog,
ko:K12964,ortholog,
ko:K05505,ortholog,
ko:K05427,ortholog,
path:ko04810,map,
path:ko05100,map,
ko:K04514 ko:K17388,ortholog,
undefined,group,
undefined,group,
undefined,group,
ko:K08300,ortholog,
ko:K08300,ortholog,
ko:K08300,ortholog,
ko:K03732,ortholog,
ko:K01689,ortholog,
ko:K00962,ortholog,
ko:K11927,ortholog,
ko:K12573,ortholog,
ko:K05592 ko:K03654,ortholog,
ko:K03628,ortholog,
ko:K11600,ortholog,
ko:K12589,ortholog,
ko:K07573,ortholog,
ko:K03679,ortholog,
ko:K12600,ortholog,
ko:K12601 ko:K12602,ortholog,
ko:K07573,ortholog,
ko:K11600,ortholog,
ko:K12585,ortholog,
ko:K12599,ortholog,
ko:K03679,ortholog,
ko:K12589,ortholog,
ko:K03678,ortholog,
ko:K12587,ortholog,
ko:K12586,ortholog,
ko:K12590,ortholog,
ko:K03681,ortholog,
ko:K12592,ortholog,
ko:K12591,ortholog,
ko:K12593 ko:K12594,ortholog,
ko:K12595,ortholog,
ko:K03514 ko:K12596,ortholog,
ko:K12597,ortholog,
ko:K12598,ortholog,
ko:K12604,ortholog,
ko:K12605,ortholog,
ko:K12580,ortholog,
ko:K10643,ortholog,
ko:K12603,ortholog,
ko:K12581,ortholog,
ko:K12608,ortholog,
ko:K12606,ortholog,
ko:K12607,ortholog,
ko:K12609,ortholog,
path:ko03018,map,
ko:K12584,ortholog,
ko:K12610 ko:K12611 ko:K12612,ortholog,
ko:K12613,ortholog,
ko:K12620,ortholog,
ko:K12621,ortholog,
ko:K12622,ortholog,
ko:K12623,ortholog,
ko:K12624,ortholog,
ko:K12625,ortholog,
ko:K12626,ortholog,
ko:K12627,ortholog,
ko:K12618,ortholog,
ko:K12619,ortholog,
ko:K12614,ortholog,
ko:K12615,ortholog,
ko:K12616,ortholog,
ko:K12617,ortholog,
ko:K01148,ortholog,
ko:K04043,ortholog,
ko:K04077,ortholog,
ko:K00937,ortholog,
ko:K00970,ortholog,
ko:K03666,ortholog,
ko:K08311,ortholog,
ko:K00962,ortholog,
ko:K18682,ortholog,
ko:K12574,ortholog,
ko:K14442,ortholog,
ko:K14443,ortholog,
ko:K13126,ortholog,
ko:K12571,ortholog,
ko:K12572,ortholog,
path:ko03015,map,
ko:K16855,ortholog,
ko:K18681,ortholog,
ko:K05592,ortholog,
ko:K00850,ortholog,
ko:K01689,ortholog,
ko:K03425,ortholog,
ko:K01983,ortholog,
ko:K03217,ortholog,
ko:K03117,ortholog,
ko:K03118,ortholog,
ko:K03116,ortholog,
ko:K03070,ortholog,
ko:K03076,ortholog,
ko:K03073,ortholog,
ko:K03075,ortholog,
ko:K03072 ko:K03074 ko:K12257,ortholog,
ko:K03210,ortholog,
ko:K03100,ortholog,
ko:K03101,ortholog,
ko:K03104,ortholog,
ko:K03108,ortholog,
ko:K03107,ortholog,
ko:K03106,ortholog,
ko:K03105,ortholog,
ko:K13431,ortholog,
ko:K03109,ortholog,
ko:K03071,ortholog,
path:ko03060,map,
ko:K03106,ortholog,
ko:K03110,ortholog,
ko:K12275,ortholog,
ko:K09540,ortholog,
ko:K12946,ortholog,
ko:K12947,ortholog,
ko:K10956,ortholog,
ko:K12948,ortholog,
ko:K13280,ortholog,
ko:K09647,ortholog,
ko:K09648,ortholog,
ko:K12272,ortholog,
ko:K09481,ortholog,
ko:K07342,ortholog,
ko:K09490,ortholog,
ko:K13301,ortholog,
ko:K13420,ortholog,
ko:K13428,ortholog,
ko:K02406,ortholog,
ko:K13416 ko:K13417,ortholog,
ko:K13451,ortholog,
ko:K13452,ortholog,
ko:K13414,ortholog,
ko:K13413,ortholog,
ko:K13426 ko:K13425,ortholog,
ko:K04368,ortholog,
ko:K13420,ortholog,
ko:K13423 ko:K13424,ortholog,
path:ko03070,map,
ko:K05391,ortholog,
ko:K02183 ko:K13448,ortholog,
cpd:C00076,compound,
ko:K13416 ko:K13417,ortholog,
ko:K13426,ortholog,
ko:K16224,ortholog,
ko:K13466,ortholog,
ko:K13468,ortholog,
ko:K13446,ortholog,
ko:K13437,ortholog,
ko:K13439,ortholog,
ko:K13454,ortholog,
ko:K13456,ortholog,
ko:K13457,ortholog,
ko:K13467,ortholog,
ko:K13408 ko:K13409 ko:K12340 ko:K13472,ortholog,
ko:K13455,ortholog,
ko:K13456,ortholog,
ko:K13459,ortholog,
ko:K13430,ortholog,
ko:K13460,ortholog,
ko:K13440,ortholog,
ko:K00864,ortholog,
ko:K13435,ortholog,
ko:K13453,ortholog,
ko:K13445,ortholog,
ko:K13441,ortholog,
ko:K13447,ortholog,
ko:K13412,ortholog,
ko:K13449,ortholog,
ko:K13427,ortholog,
ko:K13465,ortholog,
ko:K13469,ortholog,
ko:K13470,ortholog,
ko:K13471,ortholog,
ko:K13473,ortholog,
ko:K13429,ortholog,
ko:K09487 ko:K04079,ortholog,
ko:K12795,ortholog,
ko:K13458,ortholog,
ko:K13436,ortholog,
ko:K13432,ortholog,
ko:K13433,ortholog,
ko:K13434,ortholog,
cpd:C00076,compound,
cpd:C00027 cpd:C00704 cpd:C16844,compound,
cpd:C00533,compound,
path:ko04144,map,
path:ko04626,map,
ko:K18879,ortholog,
ko:K18880,ortholog,
ko:K08598,ortholog,
ko:K12795,ortholog,
ko:K18873,ortholog,
ko:K18877,ortholog,
ko:K18878,ortholog,
ko:K13478,ortholog,
ko:K16225,ortholog,
ko:K18876,ortholog,
ko:K18874,ortholog,
ko:K16226,ortholog,
ko:K18875,ortholog,
ko:K13450,ortholog,
ko:K13474,ortholog,
ko:K13475,ortholog,
ko:K18834 ko:K18835,ortholog,
ko:K13476,ortholog,
ko:K13477,ortholog,
undefined,group,
undefined,group,
undefined,group,
path:ko04915,map,
ko:K08550 ko:K08551,ortholog,
ko:K08550 ko:K08551,ortholog,
cpd:C00951,compound,
ko:K04246,ortholog,
ko:K05704,ortholog,
ko:K01398 ko:K01403,ortholog,
ko:K08523,ortholog,
ko:K04361,ortholog,
ko:K08523,ortholog,
cpd:C00951,compound,
ko:K08550 ko:K08551,ortholog,
cpd:C00951,compound,
ko:K04379 ko:K04448 ko:K04684,ortholog,
cpd:C00575,compound,
ko:K04345,ortholog,
ko:K02833 ko:K07827 ko:K07828,ortholog,
ko:K04366,ortholog,
ko:K04368 ko:K04369,ortholog,
ko:K04371,ortholog,
ko:K05870 ko:K04450 ko:K04374 ko:K09048 ko:K09047 ko:K09049,ortholog,
ko:K08550 ko:K08551,ortholog,
ko:K04634,ortholog,
ko:K05858,ortholog,
ko:K06068,ortholog,
ko:K08041 ko:K08042 ko:K08043 ko:K08044 ko:K08045 ko:K08046 ko:K08047 ko:K08048 ko:K08049,ortholog,
ko:K04345,ortholog,
ko:K04997 ko:K05000 ko:K05002 ko:K04999,ortholog,
ko:K04615,ortholog,
ko:K05870 ko:K04450 ko:K04374 ko:K09048 ko:K09047 ko:K09049,ortholog,
cpd:C00951,compound,
path:ko04010,map,
cpd:C01245,compound,
cpd:C00165,compound,
cpd:C00575,compound,
ko:K05704,ortholog,
ko:K00922 ko:K02649,ortholog,
ko:K04456,ortholog,
ko:K13242,ortholog,
ko:K05870 ko:K04450 ko:K04374 ko:K09048 ko:K09047 ko:K09049,ortholog,
cpd:C00533,compound,
ko:K06279 ko:K17447 ko:K17448 ko:K17449,ortholog,
ko:K04364,ortholog,
ko:K03099,ortholog,
ko:K04079 ko:K09487,ortholog,
ko:K09571,ortholog,
ko:K03283,ortholog,
path:ko04151,map,
path:ko04020,map,
ko:K04632,ortholog,
ko:K04630 ko:K04534,ortholog,
cpd:C00238,compound,
ko:K08041 ko:K08042 ko:K08043 ko:K08044 ko:K08045 ko:K08046 ko:K08047 ko:K08048 ko:K08049,ortholog,
ko:K02833 ko:K07827 ko:K07828,ortholog,
ko:K04366,ortholog,
ko:K04368 ko:K04369,ortholog,
ko:K04371,ortholog,
ko:K05870 ko:K04450 ko:K04374 ko:K09048 ko:K09047 ko:K09049,ortholog,
path:ko04913,map,
ko:K04958 ko:K04959 ko:K04960,ortholog,
ko:K02183,ortholog,
cpd:C00076,compound,
path:ko04270,map,
ko:K00922 ko:K02649,ortholog,
ko:K04456,ortholog,
cpd:C00951,compound,
ko:K04215,ortholog,
ko:K04630 ko:K04534,ortholog,
cpd:C00334,compound,
cpd:C02210,compound,
path:ko04727,map,
ko:K04603,ortholog,
cpd:C00951,compound,
cpd:C16544,compound,
dr:D00343 cpd:C07047,compound,
cpd:C16612,compound,
cpd:C16648,compound,
cpd:C16649,compound,
cpd:C16650,compound,
dr:D00533 cpd:C07492,compound,
dr:D00536 cpd:C07501,compound,
cpd:C16595,compound,
cpd:C16596,compound,
cpd:C16591,compound,
cpd:C16549,compound,
cpd:C16556,compound,
cpd:C07645,compound,
ko:K00129,ortholog,
cpd:C16572,compound,
cpd:C16569,compound,
cpd:C16561,compound,
cpd:C11004,compound,
cpd:C16570,compound,
cpd:C16571,compound,
path:ko00982,map,
cpd:C16548,compound,
cpd:C16545,compound,
cpd:C16547,compound,
dr:D08559 cpd:C07108,compound,
cpd:C05011,compound,
ko:K00485,ortholog,
ko:K17689,ortholog,
ko:K17689,ortholog,
ko:K17689,ortholog,
ko:K17689,ortholog,
ko:K17712,ortholog,
cpd:C16546,compound,
ko:K17712,ortholog,
ko:K17689,ortholog,
ko:K17689,ortholog,
ko:K17689,ortholog,
ko:K07409,ortholog,
ko:K07409,ortholog,
ko:K17689,ortholog,
ko:K17689,ortholog,
ko:K17689,ortholog,
ko:K17689,ortholog,
ko:K17689,ortholog,
ko:K17709,ortholog,
ko:K17719 ko:K17721,ortholog,
ko:K17709,ortholog,
ko:K00799 ko:K13299,ortholog,
ko:K13951 ko:K13980 ko:K13952 ko:K13953 ko:K00001 ko:K00121,ortholog,
cpd:C16550,compound,
cpd:C07644,compound,
cpd:C06754,compound,
cpd:C07643,compound,
cpd:C16558,compound,
cpd:C16559,compound,
cpd:C01471,compound,
cpd:C07647,compound,
cpd:C16552,compound,
cpd:C07646,compound,
cpd:C16551,compound,
cpd:C11583,compound,
cpd:C16554,compound,
cpd:C16557,compound,
cpd:C16555,compound,
cpd:C06754,compound,
dr:D07760 cpd:C07888,compound,
cpd:C16577,compound,
cpd:C16576,compound,
cpd:C11785,compound,
cpd:C16578,compound,
ko:K17712,ortholog,
ko:K00699,ortholog,
ko:K00699,ortholog,
dr:D00399 cpd:C07185,compound,
cpd:C16654,compound,
cpd:C16656,compound,
cpd:C16658,compound,
cpd:C16655,compound,
cpd:C16657,compound,
cpd:C16652,compound,
cpd:C16651,compound,
cpd:C16653,compound,
ko:K17709,ortholog,
ko:K17719,ortholog,
ko:K17683,ortholog,
cpd:C16584,compound,
cpd:C16587,compound,
cpd:C16582,compound,
cpd:C16592,compound,
dr:D08195 cpd:C07163,compound,
cpd:C16659,compound,
cpd:C16662,compound,
cpd:C16661,compound,
dr:D04716 cpd:C08012,compound,
cpd:C16660,compound,
ko:K17689,ortholog,
ko:K17689,ortholog,
cpd:C16605,compound,
cpd:C16606,compound,
cpd:C16601,compound,
cpd:C16603,compound,
cpd:C07496,compound,
cpd:C07495,compound,
cpd:C16602,compound,
dr:D00252 cpd:C06868,compound,
cpd:C16610,compound,
cpd:C16609,compound,
cpd:C16608,compound,
dr:D07704 cpd:C07572,compound,
cpd:C16607,compound,
ko:K17689,ortholog,
ko:K17689,ortholog,
ko:K17712,ortholog,
ko:K17721,ortholog,
ko:K00274,ortholog,
ko:K00274,ortholog,
ko:K00274,ortholog,
ko:K00157,ortholog,
cpd:C16586,compound,
cpd:C16553,compound,
ko:K17689,ortholog,
ko:K17689,ortholog,
ko:K07415,ortholog,
ko:K07415,ortholog,
ko:K13951 ko:K13980 ko:K13952 ko:K13953 ko:K00001 ko:K00121,ortholog,
ko:K13951 ko:K13980 ko:K13952 ko:K13953 ko:K00001 ko:K00121,ortholog,
ko:K00129,ortholog,
ko:K17689,ortholog,
cpd:C16643,compound,
ko:K00699,ortholog,
ko:K17719 ko:K17721,ortholog,
cpd:C16550,compound,
ko:K17689,ortholog,
ko:K17689,ortholog,
cpd:C07493,compound,
ko:K17709,ortholog,
ko:K17718,ortholog,
ko:K17683,ortholog,
ko:K17689,ortholog,
ko:K17689,ortholog,
ko:K17712,ortholog,
ko:K17712,ortholog,
cpd:C16604,compound,
cpd:C16560,compound,
dr:D08233 cpd:C01516,compound,
dr:D00358 cpd:C07073,compound,
dr:D00195 cpd:C06174,compound,
ko:K17690,ortholog,
ko:K17709,ortholog,
ko:K17719,ortholog,
cpd:C03406,compound,
cpd:C00327,compound,
cpd:C00062,compound,
cpd:C00077,compound,
cpd:C00169,compound,
cpd:C00049,compound,
cpd:C00122,compound,
cpd:C00014,compound,
cpd:C00624,compound,
cpd:C04133,compound,
cpd:C01250,compound,
cpd:C00064,compound,
cpd:C00086,compound,
cpd:C01010,compound,
cpd:C00011,compound,
ko:K01425,ortholog,
ko:K01915,ortholog,
ko:K00926,ortholog,
ko:K01948,ortholog,
ko:K00611,ortholog,
ko:K01940,ortholog,
path:ko00250,map,
ko:K01755 ko:K14681,ortholog,
ko:K01476,ortholog,
ko:K00619 ko:K00620 ko:K00618 ko:K11067 ko:K14681 ko:K14682,ortholog,
ko:K00930 ko:K12659,ortholog,
ko:K00145 ko:K12659,ortholog,
ko:K00818 ko:K00821,ortholog,
ko:K14677,ortholog,
ko:K01438,ortholog,
ko:K00620,ortholog,
ko:K01941 ko:K14541,ortholog,
ko:K01457 ko:K14541,ortholog,
ko:K01427 ko:K01428 ko:K01429 ko:K01430 ko:K14048,ortholog,
ko:K01478,ortholog,
ko:K13240 ko:K13241 ko:K13242 ko:K13253 ko:K13427,ortholog,
ko:K00260 ko:K15371,ortholog,
ko:K00261,ortholog,
ko:K00262,ortholog,
path:ko00020,map,
path:ko00472,map,
path:ko00910,map,
path:ko00240,map,
cpd:C15532,compound,
ko:K09065,ortholog,
ko:K01438,ortholog,
ko:K05597,ortholog,
ko:K00491,ortholog,
cpd:C00026,compound,
path:ko00020,map,
ko:K14454 ko:K14455 ko:K00811 ko:K00812 ko:K00813 ko:K11358,ortholog,
ko:K00814 ko:K14260 ko:K14272,ortholog,
cpd:C00437,compound,
path:ko00220,map,
cpd:C20948,compound,
cpd:C20949,compound,
cpd:C20950,compound,
cpd:C20951,compound,
ko:K19412,ortholog,
ko:K05828,ortholog,
ko:K05829,ortholog,
ko:K05830,ortholog,
ko:K05831,ortholog,
path:ko00330,map,
cpd:C00025,compound,
cpd:C00024,compound,
path:ko00480,map,
path:ko00250,map,
path:ko00430,map,
path:ko00460,map,
path:ko00270,map,
ko:K11140 ko:K01256,ortholog,
ko:K00681 ko:K18592,ortholog,
ko:K00432,ortholog,
ko:K05361,ortholog,
ko:K05360,ortholog,
ko:K00310,ortholog,
ko:K00036,ortholog,
ko:K00032,ortholog,
ko:K00031,ortholog,
ko:K01920,ortholog,
ko:K11204 ko:K11205 ko:K01919,ortholog,
ko:K00681 ko:K18592,ortholog,
ko:K11140 ko:K01256,ortholog,
ko:K01469,ortholog,
ko:K00682,ortholog,
ko:K00681 ko:K18592,ortholog,
ko:K00682,ortholog,
ko:K00799 ko:K04097 ko:K13299,ortholog,
ko:K01917 ko:K01460,ortholog,
ko:K01460,ortholog,
cpd:C00151,compound,
cpd:C01879,compound,
cpd:C00097,compound,
cpd:C00025,compound,
cpd:C00037,compound,
cpd:C01419,compound,
cpd:C03740,compound,
cpd:C00051,compound,
cpd:C00669,compound,
cpd:C03646,compound,
cpd:C00127,compound,
cpd:C00005,compound,
cpd:C00006,compound,
cpd:C01322,compound,
cpd:C02320,compound,
cpd:C05730,compound,
cpd:C00025,compound,
cpd:C05729,compound,
cpd:C00037,compound,
cpd:C05726,compound,
cpd:C05727,compound,
ko:K00383,ortholog,
cpd:C00077,compound,
cpd:C00134,compound,
cpd:C00315,compound,
cpd:C02090,compound,
cpd:C03170,compound,
cpd:C00005,compound,
cpd:C00006,compound,
cpd:C05422,compound,
cpd:C00072,compound,
cpd:C16664,compound,
cpd:C16663,compound,
cpd:C00750,compound,
cpd:C16562,compound,
cpd:C16563,compound,
cpd:C16564,compound,
cpd:C01672,compound,
cpd:C16565,compound,
cpd:C16566,compound,
cpd:C16567,compound,
cpd:C16568,compound,
ko:K00033,ortholog,
ko:K01581,ortholog,
ko:K00797,ortholog,
ko:K01833,ortholog,
ko:K01833,ortholog,
ko:K01833,ortholog,
ko:K01833,ortholog,
ko:K00802,ortholog,
ko:K01833,ortholog,
ko:K01833,ortholog,
ko:K00797,ortholog,
ko:K01833,ortholog,
ko:K01833,ortholog,
ko:K01833,ortholog,
ko:K00434,ortholog,
ko:K04283,ortholog,
ko:K10807 ko:K10808,ortholog,
ko:K11185 ko:K11186,ortholog,
ko:K10807 ko:K10808,ortholog,
ko:K11185 ko:K11186,ortholog,
ko:K04283,ortholog,
ko:K04283,ortholog,
path:ko00220,map,
ko:K01255,ortholog,
ko:K01255,ortholog,
ko:K07751,ortholog,
ko:K07751,ortholog,
ko:K01270,ortholog,
ko:K01270,ortholog,
ko:K11142,ortholog,
ko:K11142,ortholog,
ko:K11207,ortholog,
ko:K15428,ortholog,
ko:K15428,ortholog,
path:ko00450,map,
ko:K00384,ortholog,
ko:K01008,ortholog,
ko:K08247,ortholog,
ko:K01761,ortholog,
ko:K01874,ortholog,
cpd:C01528,compound,
cpd:C05697,compound,
cpd:C05684,compound,
cpd:C05172,compound,
cpd:C06481,compound,
cpd:C06482,compound,
cpd:C05689,compound,
cpd:C05695,compound,
cpd:C05688,compound,
cpd:C05699,compound,
cpd:C05698,compound,
cpd:C05335,compound,
cpd:C05690,compound,
cpd:C05336,compound,
cpd:C00017,compound,
ko:K07309 ko:K07310 ko:K12527 ko:K12528 ko:K12529,ortholog,
cpd:C05703,compound,
cpd:C02535,compound,
cpd:C18902,compound,
cpd:C18904,compound,
ko:K00816,ortholog,
cpd:C16638,compound,
ko:K10837,ortholog,
ko:K03341,ortholog,
cpd:C06481,compound,
cpd:C18870,compound,
ko:K01758,ortholog,
ko:K01739,ortholog,
ko:K01763 ko:K11717,ortholog,
cpd:C18872,compound,
cpd:C18871,compound,
cpd:C18893,compound,
cpd:C05686,compound,
ko:K13811 ko:K00955 ko:K00956 ko:K00957 ko:K00958,ortholog,
ko:K00816,ortholog,
cpd:C18905,compound,
cpd:C00041,compound,
ko:K01042,ortholog,
ko:K01760 ko:K14155,ortholog,
ko:K00548 ko:K00549,ortholog,
ko:K00384,ortholog,
ko:K00562,ortholog,
ko:K01758,ortholog,
ko:K13544,ortholog,
cpd:C05774,compound,
cpd:C16243,compound,
cpd:C16244,compound,
cpd:C15670,compound,
cpd:C15672,compound,
cpd:C00037,compound,
ko:K19073,ortholog,
ko:K02495,ortholog,
cpd:C04122,compound,
cpd:C12147,compound,
